Document Name,Link,Current Status,ID #,Version,Facility/Project Name,County,Document Date,Document Types,Page count,Linked
GW1-2022-07756_Well Construction - GW1_20220819,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2470933&dbid=0&repo=WaterResources,,GW1-2022-07756,,,Gaston,8/19/2022,Well Construction - GW1,1,
GW1-2022-10695_Well Construction - GW1_20221205,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2613731&dbid=0&repo=WaterResources,,GW1-2022-10695,,,Lenoir,12/5/2022,Well Construction - GW1,1,
GW1-2022-01374_Well Construction - GW1_20220124,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2189167&dbid=0&repo=WaterResources,,GW1-2022-01374,,,Granville,1/24/2022,Well Construction - GW1,3,
GW1-2022-09304_Well Construction - GW1_20221006,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2528869&dbid=0&repo=WaterResources,,GW1-2022-09304,,,Cleveland,10/6/2022,Well Construction - GW1,1,
GW1-2022-03378_Well Construction - GW1_20220314,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2247063&dbid=0&repo=WaterResources,,GW1-2022-03378,,,Mecklenburg,3/14/2022,Well Construction - GW1,1,
GW1-2022-00129_Well Construction - GW1_20221219,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2639102&dbid=0&repo=WaterResources,,GW1-2022-00129,,,Moore,12/19/2022,Well Construction - GW1,1,
GW1-2022-02940_Well Construction - GW1_20220228,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2229169&dbid=0&repo=WaterResources,,GW1-2022-02940,,,Orange,2/28/2022,Well Construction - GW1,1,
GW1-2022-09509_Well Construction - GW1_20221014,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2536888&dbid=0&repo=WaterResources,,GW1-2022-09509,,,Guilford,10/14/2022,Well Construction - GW1,2,
GW1-2022-07915_Well Construction - GW1_20220823,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2479218&dbid=0&repo=WaterResources,,GW1-2022-07915,,,Perquimans,8/23/2022,Well Construction - GW1,1,
GW1-2022-07188_Well Construction - GW1_20220729,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2450516&dbid=0&repo=WaterResources,,GW1-2022-07188,,,Rutherford,7/29/2022,Well Construction - GW1,1,
GW1-2022-06242_Well Construction - GW1_20220701,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2408149&dbid=0&repo=WaterResources,,GW1-2022-06242,,,Lincoln,7/1/2022,Well Construction - GW1,1,
GW1-2022-04844_Well Construction - GW1_20220520,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2345917&dbid=0&repo=WaterResources,,GW1-2022-04844,,,Cleveland,5/20/2022,Well Construction - GW1,1,
GW1-2022-01881_Well Construction - GW1_20220210,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2220346&dbid=0&repo=WaterResources,,GW1-2022-01881,,,Guilford,2/10/2022,Well Construction - GW1,1,
GW1-2022-09633_Well Construction - GW1_20221021,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2542683&dbid=0&repo=WaterResources,,GW1-2022-09633,,,Franklin,10/21/2022,Well Construction - GW1,1,
GW1-2022-06061_Well Construction - GW1_20220629,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2400392&dbid=0&repo=WaterResources,,GW1-2022-06061,,,Stokes,6/29/2022,Well Construction - GW1,1,
GW1-2022-06196_Well Construction - GW1_20220620,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2407579&dbid=0&repo=WaterResources,,GW1-2022-06196,,,Gaston,6/20/2022,Well Construction - GW1,1,
GW1-2022-10461_Well Construction - GW1_20221118,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2597069&dbid=0&repo=WaterResources,,GW1-2022-10461,,,Wake,11/18/2022,Well Construction - GW1,1,
GW1-2022-08866_Well Construction - GW1_20220722,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2499366&dbid=0&repo=WaterResources,,GW1-2022-08866,,,Wake,7/22/2022,Well Construction - GW1,2,
GW1-2022-08001_Well Construction - GW1_20220830,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2484172&dbid=0&repo=WaterResources,,GW1-2022-08001,,,Mecklenburg,8/30/2022,Well Construction - GW1,1,
GW1-2022-01142_Well Construction - GW1_20220103,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2175545&dbid=0&repo=WaterResources,,GW1-2022-01142,,,Currituck,1/3/2022,Well Construction - GW1,3,
GW1-2022-01478_Well Construction - GW1_20220120,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2193567&dbid=0&repo=WaterResources,,GW1-2022-01478,,,Iredell,1/20/2022,Well Construction - GW1,1,
GW1-2022-06994_Well Construction - GW1_20220725,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2438194&dbid=0&repo=WaterResources,,GW1-2022-06994,,,Guilford,7/25/2022,Well Construction - GW1,1,
GW1-2022-07753_Well Construction - GW1_20220819,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2470929&dbid=0&repo=WaterResources,,GW1-2022-07753,,,Gaston,8/19/2022,Well Construction - GW1,1,
GW1-2022-04057_Well Construction - GW1_20220422,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2307940&dbid=0&repo=WaterResources,,GW1-2022-04057,,,Cabarrus,4/22/2022,Well Construction - GW1,1,
GW1-2022-03937_Well Construction - GW1_20220412,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2295884&dbid=0&repo=WaterResources,,GW1-2022-03937,,,Iredell,4/12/2022,Well Construction - GW1,1,
GW1-2022-04020_Well Construction - GW1_20220422,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2307893&dbid=0&repo=WaterResources,,GW1-2022-04020,,,Wake,4/22/2022,Well Construction - GW1,1,
GW1-2022-00905_Well Construction - GW1_20220107,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2169365&dbid=0&repo=WaterResources,,GW1-2022-00905,,,Rowan,1/7/2022,Well Construction - GW1,1,
GW1-2022-01327_Well Construction - GW1_20220124,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2187839&dbid=0&repo=WaterResources,,GW1-2022-01327,,,Chatham,1/24/2022,Well Construction - GW1,1,
GW1-2022-00145_Well Construction - GW1_20221219,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2639122&dbid=0&repo=WaterResources,,GW1-2022-00145,,,Sampson,12/19/2022,Well Construction - GW1,1,
GW1-2022-10149_Well Construction - GW1_20221110,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2578787&dbid=0&repo=WaterResources,,GW1-2022-10149,,,Cabarrus,11/10/2022,Well Construction - GW1,1,
GW1-2022-03454_Well Construction - GW1_20220322,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2255185&dbid=0&repo=WaterResources,,GW1-2022-03454,,,Brunswick,3/22/2022,Well Construction - GW1,1,
GW1-2022-08857_Well Construction - GW1_20220912,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2499234&dbid=0&repo=WaterResources,,GW1-2022-08857,,,Surry,9/12/2022,Well Construction - GW1,1,
GW1-2022-01512_Well Construction - GW1_20220120,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2195752&dbid=0&repo=WaterResources,,GW1-2022-01512,,,Iredell,1/20/2022,Well Construction - GW1,1,
GW1-2022-03202_Well Construction - GW1_20220310,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2236516&dbid=0&repo=WaterResources,,GW1-2022-03202,,,Burke,3/10/2022,Well Construction - GW1,1,
GW1-2022-04481_Well Construction - GW1_20220509,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2321880&dbid=0&repo=WaterResources,,GW1-2022-04481,,,Rowan,5/9/2022,Well Construction - GW1,1,
GW1-2022-04048_Well Construction - GW1_20220422,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2307928&dbid=0&repo=WaterResources,,GW1-2022-04048,,,Iredell,4/22/2022,Well Construction - GW1,1,
GW1-2022-07614_Well Construction - GW1_20220817,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2469351&dbid=0&repo=WaterResources,,GW1-2022-07614,,,Buncombe,8/17/2022,Well Construction - GW1,1,
GW1-2022-06175_Well Construction - GW1_20220701,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2407449&dbid=0&repo=WaterResources,,GW1-2022-06175,,,Rowan,7/1/2022,Well Construction - GW1,1,
GW1-2022-08165_Well Construction - GW1_20220530,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492003&dbid=0&repo=WaterResources,,GW1-2022-08165,,,Henderson,5/30/2022,Well Construction - GW1,1,
GW1-2022-08760_Well Construction - GW1_20220909,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2499122&dbid=0&repo=WaterResources,,GW1-2022-08760,,,Alexander,9/9/2022,Well Construction - GW1,1,
GW1-2022-10724_Well Construction - GW1_20221208,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2613873&dbid=0&repo=WaterResources,,GW1-2022-10724,,,Rowan,12/8/2022,Well Construction - GW1,1,
GW1-2022-06985_Well Construction - GW1_20220725,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2438184&dbid=0&repo=WaterResources,,GW1-2022-06985,,,Chatham,7/25/2022,Well Construction - GW1,1,
GW1-2022-08589_Well Construction - GW1_20220428,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492456&dbid=0&repo=WaterResources,,GW1-2022-08589,,,Gaston,4/28/2022,Well Construction - GW1,2,
GW1-2022-03596_Well Construction - GW1_20220328,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2261342&dbid=0&repo=WaterResources,,GW1-2022-03596,,,Pitt,3/28/2022,Well Construction - GW1,1,
GW1-2022-08972_Well Construction - GW1_20220919,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2507614&dbid=0&repo=WaterResources,,GW1-2022-08972,,,Franklin,9/19/2022,Well Construction - GW1,1,
GW1-2022-09976_Well Construction - GW1_20221104,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2565528&dbid=0&repo=WaterResources,,GW1-2022-09976,,,Orange,11/4/2022,Well Construction - GW1,1,
GW1-2022-04325_Well Construction - GW1_20220408,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2318646&dbid=0&repo=WaterResources,,GW1-2022-04325,,,Yadkin,4/8/2022,Well Construction - GW1,1,
GW1-2022-06993_Well Construction - GW1_20220725,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2438192&dbid=0&repo=WaterResources,,GW1-2022-06993,,,Guilford,7/25/2022,Well Construction - GW1,1,
GW1-2022-07131_Well Construction - GW1_20220804,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2449474&dbid=0&repo=WaterResources,,GW1-2022-07131,,,Durham,8/4/2022,Well Construction - GW1,1,
GW1-2022-08717_Well Construction - GW1_20220510,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492709&dbid=0&repo=WaterResources,,GW1-2022-08717,,,New Hanover,5/10/2022,Well Construction - GW1,1,
GW1-2022-09797_Well Construction - GW1_20221027,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2556512&dbid=0&repo=WaterResources,,GW1-2022-09797,,,Buncombe,10/27/2022,Well Construction - GW1,3,
GW1-2022-01073_Well Construction - GW1_20220107,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2172366&dbid=0&repo=WaterResources,,GW1-2022-01073,,,Avery,1/7/2022,Well Construction - GW1,1,
GW1-2022-08723_Well Construction - GW1_20220826,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492715&dbid=0&repo=WaterResources,,GW1-2022-08723,,,Currituck,8/26/2022,Well Construction - GW1,4,
GW1-2022-04757_Well Construction - GW1_20220511,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2336839&dbid=0&repo=WaterResources,,GW1-2022-04757,,,Guilford,5/11/2022,Well Construction - GW1,1,
GW1-2022-03427_Well Construction - GW1_20220318,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2251549&dbid=0&repo=WaterResources,,GW1-2022-03427,,,Transylvania,3/18/2022,Well Construction - GW1,1,
GW1-2022-07503_Well Construction - GW1_20220825,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2466667&dbid=0&repo=WaterResources,,GW1-2022-07503,,,Pamlico,8/25/2022,Well Construction - GW1,4,
GW1-2022-09809_Well Construction - GW1_20221027,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2556571&dbid=0&repo=WaterResources,,GW1-2022-09809,,,Avery,10/27/2022,Well Construction - GW1,2,
GW1-2022-08199_Well Construction - GW1_20220516,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492037&dbid=0&repo=WaterResources,,GW1-2022-08199,,,Jackson,5/16/2022,Well Construction - GW1,1,
GW1-2022-04475_Well Construction - GW1_20220509,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2321874&dbid=0&repo=WaterResources,,GW1-2022-04475,,,Union,5/9/2022,Well Construction - GW1,1,
GW1-2022-09518_Well Construction - GW1_20221017,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2536899&dbid=0&repo=WaterResources,,GW1-2022-09518,,,Columbus,10/17/2022,Well Construction - GW1,1,
GW1-2022-07831_Well Construction - GW1_20220822,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2473197&dbid=0&repo=WaterResources,,GW1-2022-07831,,,Lee,8/22/2022,Well Construction - GW1,1,
GW1-2022-06960_Well Construction - GW1_20220722,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2437467&dbid=0&repo=WaterResources,,GW1-2022-06960,,,Mecklenburg,7/22/2022,Well Construction - GW1,1,
GW1-2022-00932_Well Construction - GW1_20220107,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2169541&dbid=0&repo=WaterResources,,GW1-2022-00932,,,Rutherford,1/7/2022,Well Construction - GW1,1,
GW1-2022-01769_Well Construction - GW1_20220223,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2216142&dbid=0&repo=WaterResources,,GW1-2022-01769,,,Gaston,2/23/2022,Well Construction - GW1,1,
GW1-2022-03966_Well Construction - GW1_20220412,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2296443&dbid=0&repo=WaterResources,,GW1-2022-03966,,,Catawba,4/12/2022,Well Construction - GW1,1,
GW1-2022-07272_Well Construction - GW1_20220809,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2451993&dbid=0&repo=WaterResources,,GW1-2022-07272,,,Iredell,8/9/2022,Well Construction - GW1,1,
GW1-2022-05807_Well Construction - GW1_20220609,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2380936&dbid=0&repo=WaterResources,,GW1-2022-05807,,,Haywood,6/9/2022,Well Construction - GW1,1,
GW1-2022-07977_Well Construction - GW1_20220826,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2480293&dbid=0&repo=WaterResources,,GW1-2022-07977,,,Transylvania,8/26/2022,Well Construction - GW1,1,
GW1-2022-06984_Well Construction - GW1_20220725,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2438183&dbid=0&repo=WaterResources,,GW1-2022-06984,,,Buncombe,7/25/2022,Well Construction - GW1,2,
GW1-2022-06053_Well Construction - GW1_20220629,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2400265&dbid=0&repo=WaterResources,,GW1-2022-06053,,,Polk,6/29/2022,Well Construction - GW1,1,
GW1-2022-04362_Well Construction - GW1_20220411,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2319584&dbid=0&repo=WaterResources,,GW1-2022-04362,,,Richmond,4/11/2022,Well Construction - GW1,1,
GW1-2022-01060_Well Construction - GW1_20220107,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2172136&dbid=0&repo=WaterResources,,GW1-2022-01060,,,Buncombe,1/7/2022,Well Construction - GW1,1,
GW1-2022-00257_Well Construction - GW1_20221222,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2648531&dbid=0&repo=WaterResources,,GW1-2022-00257,,,Cabarrus,12/22/2022,Well Construction - GW1,1,
GW1-2022-05629_Well Construction - GW1_20220610,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2371811&dbid=0&repo=WaterResources,,GW1-2022-05629,,,Mecklenburg,6/10/2022,Well Construction - GW1,1,
GW1-2022-06000_Well Construction - GW1_20220617,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2395973&dbid=0&repo=WaterResources,,GW1-2022-06000,,,Caswell,6/17/2022,Well Construction - GW1,1,
GW1-2022-01141_Well Construction - GW1_20220103,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2175544&dbid=0&repo=WaterResources,,GW1-2022-01141,,,Currituck,1/3/2022,Well Construction - GW1,3,
GW1-2022-10518_Well Construction - GW1_20221121,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2602623&dbid=0&repo=WaterResources,,GW1-2022-10518,,,Buncombe,11/21/2022,Well Construction - GW1,1,
GW1-2022-10841_Well Construction - GW1_20221209,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2617949&dbid=0&repo=WaterResources,,GW1-2022-10841,,,Clay,12/9/2022,Well Construction - GW1,1,
GW1-2022-04479_Well Construction - GW1_20220509,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2321878&dbid=0&repo=WaterResources,,GW1-2022-04479,,,Stanly,5/9/2022,Well Construction - GW1,1,
GW1-2022-07480_Well Construction - GW1_20220810,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2461790&dbid=0&repo=WaterResources,,GW1-2022-07480,,,Avery,8/10/2022,Well Construction - GW1,1,
GW1-2022-10345_Well Construction - GW1_20221130,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2589026&dbid=0&repo=WaterResources,,GW1-2022-10345,,,Camden,11/30/2022,Well Construction - GW1,4,
GW1-2022-01096_Well Construction - GW1_20220107,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2172506&dbid=0&repo=WaterResources,,GW1-2022-01096,,,Madison,1/7/2022,Well Construction - GW1,1,
GW1-2022-08187_Well Construction - GW1_20220519,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492025&dbid=0&repo=WaterResources,,GW1-2022-08187,,,Madison,5/19/2022,Well Construction - GW1,2,
GW1-2022-05455_Well Construction - GW1_20220614,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2368646&dbid=0&repo=WaterResources,,GW1-2022-05455,,,Person,6/14/2022,Well Construction - GW1,4,
GW1-2022-10629_Well Construction - GW1_20221122,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2611420&dbid=0&repo=WaterResources,,GW1-2022-10629,,,Madison,11/22/2022,Well Construction - GW1,1,
GW1-2022-10054_Well Construction - GW1_20221107,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2570704&dbid=0&repo=WaterResources,,GW1-2022-10054,,,Union,11/7/2022,Well Construction - GW1,1,
GW1-2022-00860_Well Construction - GW1_20220107,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2168480&dbid=0&repo=WaterResources,,GW1-2022-00860,,,Cabarrus,1/7/2022,Well Construction - GW1,1,
GW1-2022-03767_Well Construction - GW1_20220404,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2284342&dbid=0&repo=WaterResources,,GW1-2022-03767,,,Sampson,4/4/2022,Well Construction - GW1,1,
GW1-2022-01427_Well Construction - GW1_20220204,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2191688&dbid=0&repo=WaterResources,,GW1-2022-01427,,,Cumberland,2/4/2022,Well Construction - GW1,4,
GW1-2022-03717_Well Construction - GW1_20220330,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2271878&dbid=0&repo=WaterResources,,GW1-2022-03717,,,Lincoln,3/30/2022,Well Construction - GW1,1,
GW1-2022-06265_Well Construction - GW1_20220628,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2408174&dbid=0&repo=WaterResources,,GW1-2022-06265,,,Orange,6/28/2022,Well Construction - GW1,1,
GW1-2022-01727_Well Construction - GW1_20220207,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2212852&dbid=0&repo=WaterResources,,GW1-2022-01727,,,Catawba,2/7/2022,Well Construction - GW1,1,
GW1-2022-01825_Well Construction - GW1_20220210,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2216424&dbid=0&repo=WaterResources,,GW1-2022-01825,,,Cumberland,2/10/2022,Well Construction - GW1,1,
GW1-2022-05408_Well Construction - GW1_20220311,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2245000&dbid=0&repo=WaterResources,,GW1-2022-05408,,,Cleveland,3/11/2022,Well Construction - GW1,1,
GW1-2022-05113_Well Construction - GW1_20220601,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2352947&dbid=0&repo=WaterResources,,GW1-2022-05113,,,Sampson,6/1/2022,Well Construction - GW1,4,
GW1-2022-08280_Well Construction - GW1_20220418,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492121&dbid=0&repo=WaterResources,,GW1-2022-08280,,,Franklin,4/18/2022,Well Construction - GW1,1,
GW1-2022-08740_Well Construction - GW1_20220823,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492765&dbid=0&repo=WaterResources,,GW1-2022-08740,,,Pender,8/23/2022,Well Construction - GW1,1,
GW1-2022-08855_Well Construction - GW1_20220912,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2499230&dbid=0&repo=WaterResources,,GW1-2022-08855,,,Wake,9/12/2022,Well Construction - GW1,1,
GW1-2022-00215_Well Construction - GW1_20221216,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2644717&dbid=0&repo=WaterResources,,GW1-2022-00215,,,Franklin,12/16/2022,Well Construction - GW1,1,
GW1-2022-09248_Well Construction - GW1_20221003,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2525171&dbid=0&repo=WaterResources,,GW1-2022-09248,,,Lincoln,10/3/2022,Well Construction - GW1,1,
GW1-2022-09536_Well Construction - GW1_20221014,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2537121&dbid=0&repo=WaterResources,,GW1-2022-09536,,,Granville,10/14/2022,Well Construction - GW1,1,
GW1-2022-07021_Well Construction - GW1_20220726,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2439111&dbid=0&repo=WaterResources,,GW1-2022-07021,,,Brunswick,7/26/2022,Well Construction - GW1,1,
GW1-2022-09745_Well Construction - GW1_20221027,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2555730&dbid=0&repo=WaterResources,,GW1-2022-09745,,,McDowell,10/27/2022,Well Construction - GW1,1,
GW1-2022-00019_Well Construction - GW1_20221219,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2626559&dbid=0&repo=WaterResources,,GW1-2022-00019,,,Union,12/19/2022,Well Construction - GW1,1,
GW1-2022-01925_Well Construction - GW1_20220224,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2224444&dbid=0&repo=WaterResources,,GW1-2022-01925,,,Cumberland,2/24/2022,Well Construction - GW1,1,
GW1-2022-07181_Well Construction - GW1_20220729,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2450508&dbid=0&repo=WaterResources,,GW1-2022-07181,,,Randolph,7/29/2022,Well Construction - GW1,1,
GW1-2022-09404_Well Construction - GW1_20221017,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2532132&dbid=0&repo=WaterResources,,GW1-2022-09404,,,Surry,10/17/2022,Well Construction - GW1,4,
GW1-2022-00152_Well Construction - GW1_20221219,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2640258&dbid=0&repo=WaterResources,,GW1-2022-00152,,,Surry,12/19/2022,Well Construction - GW1,1,
GW1-2022-08301_Well Construction - GW1_20220517,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492142&dbid=0&repo=WaterResources,,GW1-2022-08301,,,Sampson,5/17/2022,Well Construction - GW1,1,
GW1-2022-08660_Well Construction - GW1_20220427,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492556&dbid=0&repo=WaterResources,,GW1-2022-08660,,,Rutherford,4/27/2022,Well Construction - GW1,1,
GW1-2022-07729_Well Construction - GW1_20220819,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2470627&dbid=0&repo=WaterResources,,GW1-2022-07729,,,Henderson,8/19/2022,Well Construction - GW1,1,
GW1-2022-01653_Well Construction - GW1_20220105,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2205223&dbid=0&repo=WaterResources,,GW1-2022-01653,,,Halifax,1/5/2022,Well Construction - GW1,2,
GW1-2022-08858_Well Construction - GW1_20220912,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2499236&dbid=0&repo=WaterResources,,GW1-2022-08858,,,Surry,9/12/2022,Well Construction - GW1,1,
GW1-2022-03064_Well Construction - GW1_20220307,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2234145&dbid=0&repo=WaterResources,,GW1-2022-03064,,,Cabarrus,3/7/2022,Well Construction - GW1,1,
GW1-2022-03928_Well Construction - GW1_20220412,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2295874&dbid=0&repo=WaterResources,,GW1-2022-03928,,,Iredell,4/12/2022,Well Construction - GW1,1,
GW1-2022-08513_Well Construction - GW1_20220907,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492380&dbid=0&repo=WaterResources,,GW1-2022-08513,,,Rowan,9/7/2022,Well Construction - GW1,1,
GW1-2022-03867_Well Construction - GW1_20220406,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2287058&dbid=0&repo=WaterResources,,GW1-2022-03867,,,Haywood,4/6/2022,Well Construction - GW1,1,
GW1-2022-04840_Well Construction - GW1_20220520,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2345913&dbid=0&repo=WaterResources,,GW1-2022-04840,,,Avery,5/20/2022,Well Construction - GW1,2,
GW1-2022-01240_Well Construction - GW1_20220103,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2177449&dbid=0&repo=WaterResources,,GW1-2022-01240,,,Chatham,1/3/2022,Well Construction - GW1,1,
GW1-2022-01136_Well Construction - GW1_20220103,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2174957&dbid=0&repo=WaterResources,,GW1-2022-01136,,,Cherokee,1/3/2022,Well Construction - GW1,1,
GW1-2022-06340_Well Construction - GW1_20220705,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2409292&dbid=0&repo=WaterResources,,GW1-2022-06340,,,Davidson,7/5/2022,Well Construction - GW1,1,
GW1-2022-07145_Well Construction - GW1_20220811,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2449516&dbid=0&repo=WaterResources,,GW1-2022-07145,,,Stokes,8/11/2022,Well Construction - GW1,4,
GW1-2022-07884_Well Construction - GW1_20220815,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2474453&dbid=0&repo=WaterResources,,GW1-2022-07884,,,Clay,8/15/2022,Well Construction - GW1,1,
GW1-2022-02975_Well Construction - GW1_20220228,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2229597&dbid=0&repo=WaterResources,,GW1-2022-02975,,,Orange,2/28/2022,Well Construction - GW1,1,
